日付,地裁・支部の名称,区分
R08/10/14,横浜地方裁判所小田原支部,通常
R08/10/14,長野地方裁判所佐久支部,通常
R08/10/14,岐阜地方裁判所本庁,通常
R08/10/14,名古屋地方裁判所岡崎支部,通常
R08/10/14,山口地方裁判所本庁,通常
R08/10/14,釧路地方裁判所北見支部,特別売却
R08/10/14,静岡地方裁判所本庁,特別売却
R08/10/14,松江地方裁判所本庁,特別売却
R08/10/14,福島地方裁判所郡山支部,農地
R08/10/14,福島地方裁判所会津若松支部,農地
R08/10/14,横浜地方裁判所小田原支部,農地
R08/10/14,長野地方裁判所佐久支部,農地
R08/10/14,名古屋地方裁判所岡崎支部,農地
R08/10/14,山口地方裁判所本庁,農地
R08/10/14,釧路地方裁判所北見支部,特別売却（農地）
R08/10/14,静岡地方裁判所本庁,特別売却（農地）
R08/10/14,松江地方裁判所本庁,特別売却（農地）
R08/10/15,青森地方裁判所本庁,通常
R08/10/15,盛岡地方裁判所花巻支部,通常
R08/10/15,前橋地方裁判所太田支部,通常
R08/10/15,大津地方裁判所長浜支部,通常
R08/10/15,京都地方裁判所舞鶴支部,通常
R08/10/15,和歌山地方裁判所新宮支部,通常
R08/10/15,福岡地方裁判所直方支部,通常
R08/10/15,大分地方裁判所日田支部,通常
R08/10/15,鹿児島地方裁判所名瀬支部,通常
R08/10/15,釧路地方裁判所帯広支部,特別売却
R08/10/15,秋田地方裁判所本庁,特別売却
R08/10/15,水戸地方裁判所龍ケ崎支部,特別売却
R08/10/15,前橋地方裁判所高崎支部,特別売却
R08/10/15,さいたま地方裁判所本庁,特別売却
R08/10/15,さいたま地方裁判所熊谷支部,特別売却
R08/10/15,千葉地方裁判所本庁,特別売却
R08/10/15,東京地方裁判所本庁,特別売却
R08/10/15,横浜地方裁判所川崎支部,特別売却
R08/10/15,横浜地方裁判所小田原支部,特別売却
R08/10/15,長野地方裁判所飯田支部,特別売却
R08/10/15,静岡地方裁判所沼津支部,特別売却
R08/10/15,静岡地方裁判所浜松支部,特別売却
R08/10/15,静岡地方裁判所富士支部,特別売却
R08/10/15,名古屋地方裁判所本庁,特別売却
R08/10/15,名古屋地方裁判所一宮支部,特別売却
R08/10/15,名古屋地方裁判所豊橋支部,特別売却
R08/10/15,津地方裁判所四日市支部,特別売却
R08/10/15,徳島地方裁判所本庁,特別売却
R08/10/15,青森地方裁判所本庁,農地
R08/10/15,盛岡地方裁判所花巻支部,農地
R08/10/15,大津地方裁判所長浜支部,農地
R08/10/15,和歌山地方裁判所新宮支部,農地
R08/10/15,大分地方裁判所日田支部,農地
R08/10/15,鹿児島地方裁判所名瀬支部,農地
R08/10/15,横浜地方裁判所小田原支部,特別売却（農地）
R08/10/15,長野地方裁判所飯田支部,特別売却（農地）
R08/10/15,静岡地方裁判所沼津支部,特別売却（農地）
R08/10/15,静岡地方裁判所浜松支部,特別売却（農地）
R08/10/15,静岡地方裁判所富士支部,特別売却（農地）
R08/10/15,名古屋地方裁判所本庁,特別売却（農地）
R08/10/15,名古屋地方裁判所一宮支部,特別売却（農地）
R08/10/15,名古屋地方裁判所豊橋支部,特別売却（農地）
R08/10/15,徳島地方裁判所本庁,特別売却（農地）
R08/10/16,京都地方裁判所福知山支部,通常
R08/10/16,大阪地方裁判所堺支部,通常
R08/10/16,松江地方裁判所西郷支部,通常
R08/10/16,高知地方裁判所本庁,通常
R08/10/16,札幌地方裁判所本庁,特別売却
R08/10/16,青森地方裁判所本庁,特別売却
R08/10/16,さいたま地方裁判所川越支部,特別売却
R08/10/16,千葉地方裁判所松戸支部,特別売却
R08/10/16,横浜地方裁判所横須賀支部,特別売却
R08/10/16,新潟地方裁判所高田支部,特別売却
R08/10/16,甲府地方裁判所本庁,特別売却
R08/10/16,長野地方裁判所上田支部,特別売却
R08/10/16,名古屋地方裁判所岡崎支部,特別売却
R08/10/16,津地方裁判所本庁,特別売却
R08/10/16,松江地方裁判所浜田支部,特別売却
R08/10/16,盛岡地方裁判所一関支部,農地
R08/10/16,大阪地方裁判所堺支部,農地
R08/10/16,高知地方裁判所本庁,農地
R08/10/16,札幌地方裁判所本庁,特別売却（農地）
R08/10/16,青森地方裁判所本庁,特別売却（農地）
R08/10/16,千葉地方裁判所松戸支部,特別売却（農地）
R08/10/16,横浜地方裁判所横須賀支部,特別売却（農地）
R08/10/16,新潟地方裁判所高田支部,特別売却（農地）
R08/10/16,甲府地方裁判所本庁,特別売却（農地）
R08/10/16,長野地方裁判所上田支部,特別売却（農地）
R08/10/16,名古屋地方裁判所岡崎支部,特別売却（農地）
R08/10/16,松江地方裁判所浜田支部,特別売却（農地）
R08/10/19,東京地方裁判所立川支部,通常
R08/10/19,新潟地方裁判所長岡支部,通常
R08/10/19,広島地方裁判所本庁,通常
R08/10/19,広島地方裁判所福山支部,通常
R08/10/19,福岡地方裁判所行橋支部,通常
R08/10/19,長崎地方裁判所本庁,通常
R08/10/19,熊本地方裁判所本庁,通常
R08/10/19,水戸地方裁判所本庁,特別売却
R08/10/19,津地方裁判所伊勢支部,特別売却
R08/10/19,広島地方裁判所本庁,特別売却
R08/10/19,広島地方裁判所福山支部,特別売却
R08/10/19,新潟地方裁判所長岡支部,農地
R08/10/19,広島地方裁判所本庁,農地
R08/10/19,広島地方裁判所福山支部,農地
R08/10/19,福岡地方裁判所行橋支部,農地
R08/10/19,長崎地方裁判所本庁,農地
R08/10/19,熊本地方裁判所本庁,農地
R08/10/19,水戸地方裁判所本庁,特別売却（農地）
R08/10/19,広島地方裁判所本庁,特別売却（農地）
R08/10/19,広島地方裁判所福山支部,特別売却（農地）
R08/10/20,山形地方裁判所本庁,通常
R08/10/20,新潟地方裁判所佐渡支部,通常
R08/10/20,神戸地方裁判所尼崎支部,通常
R08/10/20,神戸地方裁判所姫路支部,通常
R08/10/20,山口地方裁判所岩国支部,通常
R08/10/20,福岡地方裁判所本庁,通常
R08/10/20,福岡地方裁判所久留米支部,通常
R08/10/20,佐賀地方裁判所本庁,通常
R08/10/20,山口地方裁判所岩国支部,農地
R08/10/20,佐賀地方裁判所本庁,農地
R08/10/21,さいたま地方裁判所川越支部,通常
R08/10/21,横浜地方裁判所相模原支部,通常
R08/10/21,甲府地方裁判所本庁,通常
R08/10/21,岐阜地方裁判所多治見支部,通常
R08/10/21,津地方裁判所四日市支部,通常
R08/10/21,京都地方裁判所本庁,通常
R08/10/21,山口地方裁判所下関支部,通常
R08/10/21,大分地方裁判所佐伯支部,通常
R08/10/21,鹿児島地方裁判所鹿屋支部,通常
R08/10/21,旭川地方裁判所本庁,特別売却
R08/10/21,青森地方裁判所弘前支部,特別売却
R08/10/21,宇都宮地方裁判所本庁,特別売却
R08/10/21,前橋地方裁判所本庁,特別売却
R08/10/21,横浜地方裁判所本庁,特別売却
R08/10/21,富山地方裁判所本庁,特別売却
R08/10/21,岐阜地方裁判所本庁,特別売却
R08/10/21,大津地方裁判所本庁,特別売却
R08/10/21,山口地方裁判所下関支部,農地
R08/10/21,大分地方裁判所佐伯支部,農地
R08/10/21,鹿児島地方裁判所鹿屋支部,農地
R08/10/21,旭川地方裁判所本庁,特別売却（農地）
R08/10/21,青森地方裁判所弘前支部,特別売却（農地）
R08/10/21,宇都宮地方裁判所本庁,特別売却（農地）
R08/10/21,前橋地方裁判所本庁,特別売却（農地）
R08/10/21,横浜地方裁判所本庁,特別売却（農地）
R08/10/21,富山地方裁判所本庁,特別売却（農地）
R08/10/21,岐阜地方裁判所本庁,特別売却（農地）
R08/10/22,函館地方裁判所本庁,通常
R08/10/22,釧路地方裁判所本庁,通常
R08/10/22,横浜地方裁判所本庁,通常
R08/10/22,富山地方裁判所本庁,通常
R08/10/22,富山地方裁判所高岡支部,通常
R08/10/22,長野地方裁判所本庁,通常
R08/10/22,長野地方裁判所松本支部,通常
R08/10/22,長野地方裁判所伊那支部,通常
R08/10/22,大阪地方裁判所本庁,通常
R08/10/22,松江地方裁判所浜田支部,通常
R08/10/22,釧路地方裁判所本庁,特別売却
R08/10/22,青森地方裁判所八戸支部,特別売却
R08/10/22,前橋地方裁判所太田支部,特別売却
R08/10/22,横浜地方裁判所相模原支部,特別売却
R08/10/22,富山地方裁判所高岡支部,特別売却
R08/10/22,金沢地方裁判所本庁,特別売却
R08/10/22,津地方裁判所伊賀支部,特別売却
R08/10/22,高知地方裁判所本庁,特別売却
R08/10/22,函館地方裁判所本庁,農地
R08/10/22,横浜地方裁判所本庁,農地
R08/10/22,長野地方裁判所本庁,農地
R08/10/22,松江地方裁判所浜田支部,農地
R08/10/22,釧路地方裁判所本庁,特別売却（農地）
R08/10/22,前橋地方裁判所太田支部,特別売却（農地）
R08/10/22,富山地方裁判所高岡支部,特別売却（農地）
R08/10/22,金沢地方裁判所本庁,特別売却（農地）
R08/10/22,高知地方裁判所本庁,特別売却（農地）
R08/10/23,札幌地方裁判所本庁,通常
R08/10/23,秋田地方裁判所本庁,通常
R08/10/23,新潟地方裁判所三条支部,通常
R08/10/23,津地方裁判所本庁,通常
R08/10/23,津地方裁判所伊賀支部,通常
R08/10/23,津地方裁判所伊勢支部,通常
R08/10/23,和歌山地方裁判所本庁,通常
R08/10/23,和歌山地方裁判所田辺支部,通常
R08/10/23,長崎地方裁判所佐世保支部,通常
R08/10/23,宇都宮地方裁判所大田原支部,特別売却
R08/10/23,前橋地方裁判所桐生支部,特別売却
R08/10/23,長野地方裁判所本庁,特別売却
R08/10/23,長野地方裁判所松本支部,特別売却
R08/10/23,札幌地方裁判所本庁,農地
R08/10/23,和歌山地方裁判所田辺支部,農地
R08/10/23,長崎地方裁判所佐世保支部,農地
R08/10/23,宇都宮地方裁判所大田原支部,特別売却（農地）
R08/10/23,長野地方裁判所本庁,特別売却（農地）
R08/10/26,静岡地方裁判所本庁,通常
R08/10/26,静岡地方裁判所沼津支部,通常
R08/10/26,静岡地方裁判所浜松支部,通常
R08/10/26,静岡地方裁判所富士支部,通常
R08/10/26,神戸地方裁判所本庁,通常
R08/10/26,函館地方裁判所本庁,特別売却
R08/10/26,静岡地方裁判所本庁,農地
R08/10/26,静岡地方裁判所沼津支部,農地
R08/10/26,静岡地方裁判所浜松支部,農地
R08/10/26,静岡地方裁判所富士支部,農地
R08/10/26,函館地方裁判所本庁,特別売却（農地）
R08/10/27,青森地方裁判所弘前支部,通常
R08/10/27,秋田地方裁判所大館支部,通常
R08/10/27,東京地方裁判所本庁,通常
R08/10/27,新潟地方裁判所本庁,通常
R08/10/27,名古屋地方裁判所本庁,通常
R08/10/27,福岡地方裁判所小倉支部,通常
R08/10/27,鹿児島地方裁判所本庁,通常
R08/10/27,那覇地方裁判所本庁,通常
R08/10/27,青森地方裁判所弘前支部,農地
R08/10/27,鹿児島地方裁判所本庁,農地
R08/10/27,那覇地方裁判所本庁,農地
R08/10/28,仙台地方裁判所本庁,通常
R08/10/28,水戸地方裁判所本庁,通常
R08/10/28,福岡地方裁判所八女支部,通常
R08/10/28,大分地方裁判所中津支部,通常
R08/10/28,東京地方裁判所立川支部,特別売却
R08/10/28,水戸地方裁判所本庁,農地
R08/10/28,福岡地方裁判所八女支部,農地
R08/10/29,大分地方裁判所本庁,通常
R08/10/29,宇都宮地方裁判所足利支部,特別売却
R08/10/29,東京地方裁判所本庁,特別売却
R08/10/29,長野地方裁判所諏訪支部,特別売却
R08/10/29,大分地方裁判所本庁,農地
R08/10/29,宇都宮地方裁判所足利支部,特別売却（農地）
R08/10/29,長野地方裁判所諏訪支部,特別売却（農地）
R08/10/30,水戸地方裁判所下妻支部,通常
R08/10/30,宇都宮地方裁判所足利支部,通常
R08/10/30,宇都宮地方裁判所大田原支部,通常
R08/10/30,金沢地方裁判所本庁,通常
R08/10/30,岐阜地方裁判所多治見支部,特別売却
R08/10/30,金沢地方裁判所本庁,農地
R08/10/30,岐阜地方裁判所多治見支部,特別売却（農地）
R08/11/02,山形地方裁判所酒田支部,通常
R08/11/02,水戸地方裁判所土浦支部,通常
R08/11/02,千葉地方裁判所本庁,通常
R08/11/02,福岡地方裁判所田川支部,通常
R08/11/02,水戸地方裁判所土浦支部,農地
R08/11/04,盛岡地方裁判所本庁,通常
R08/11/04,福島地方裁判所郡山支部,通常
R08/11/04,水戸地方裁判所龍ケ崎支部,通常
R08/11/04,千葉地方裁判所松戸支部,通常
R08/11/04,長野地方裁判所飯田支部,通常
R08/11/04,福岡地方裁判所飯塚支部,通常
R08/11/04,盛岡地方裁判所本庁,農地
R08/11/05,横浜地方裁判所本庁,通常
R08/11/05,福井地方裁判所本庁,通常
R08/11/05,長野地方裁判所上田支部,通常
R08/11/05,奈良地方裁判所葛城支部,通常
R08/11/05,福岡地方裁判所大牟田支部,通常
R08/11/05,大分地方裁判所竹田支部,通常
R08/11/05,水戸地方裁判所下妻支部,特別売却
R08/11/05,福井地方裁判所本庁,特別売却
R08/11/05,名古屋地方裁判所本庁,特別売却
R08/11/05,福井地方裁判所本庁,農地
R08/11/05,長野地方裁判所上田支部,農地
R08/11/05,福岡地方裁判所大牟田支部,農地
R08/11/05,水戸地方裁判所下妻支部,特別売却（農地）
R08/11/05,福井地方裁判所本庁,特別売却（農地）
R08/11/06,旭川地方裁判所本庁,通常
R08/11/06,盛岡地方裁判所一関支部,通常
R08/11/06,福島地方裁判所相馬支部,通常
R08/11/06,大阪地方裁判所岸和田支部,通常
R08/11/06,松江地方裁判所本庁,通常
R08/11/06,旭川地方裁判所本庁,農地
R08/11/06,大阪地方裁判所岸和田支部,農地
R08/11/06,松江地方裁判所本庁,農地
R08/11/09,新潟地方裁判所高田支部,通常
R08/11/09,鳥取地方裁判所米子支部,通常
R08/11/09,広島地方裁判所本庁,通常
R08/11/09,広島地方裁判所福山支部,通常
R08/11/09,新潟地方裁判所高田支部,農地
R08/11/09,鳥取地方裁判所米子支部,農地
R08/11/10,釧路地方裁判所北見支部,通常
R08/11/10,福島地方裁判所本庁,通常
R08/11/10,福島地方裁判所いわき支部,通常
R08/11/10,さいたま地方裁判所本庁,通常
R08/11/10,大阪地方裁判所本庁,通常
R08/11/10,山口地方裁判所周南支部,通常
R08/11/10,徳島地方裁判所本庁,通常
R08/11/10,新潟地方裁判所本庁,特別売却
R08/11/10,松江地方裁判所本庁,特別売却
R08/11/10,福島地方裁判所いわき支部,農地
R08/11/10,徳島地方裁判所本庁,農地
R08/11/10,新潟地方裁判所本庁,特別売却（農地）
R08/11/10,松江地方裁判所本庁,特別売却（農地）
R08/11/11,福島地方裁判所会津若松支部,通常
R08/11/11,宇都宮地方裁判所本庁,通常
R08/11/11,東京地方裁判所本庁,通常
R08/11/11,横浜地方裁判所川崎支部,通常
R08/11/11,横浜地方裁判所小田原支部,通常
R08/11/11,岐阜地方裁判所本庁,通常
R08/11/11,山口地方裁判所本庁,通常
R08/11/11,大分地方裁判所杵築支部,通常
R08/11/11,大分地方裁判所佐伯支部,通常
R08/11/11,旭川地方裁判所本庁,特別売却
R08/11/11,横浜地方裁判所本庁,特別売却
R08/11/11,静岡地方裁判所本庁,特別売却
R08/11/11,福島地方裁判所会津若松支部,農地
R08/11/11,横浜地方裁判所小田原支部,農地
R08/11/11,旭川地方裁判所本庁,特別売却（農地）
R08/11/11,静岡地方裁判所本庁,特別売却（農地）
R08/11/12,青森地方裁判所八戸支部,通常
R08/11/12,盛岡地方裁判所花巻支部,通常
R08/11/12,松山地方裁判所本庁,通常
R08/11/12,福岡地方裁判所直方支部,通常
R08/11/12,大分地方裁判所日田支部,通常
R08/11/12,宮崎地方裁判所本庁,通常
R08/11/12,鹿児島地方裁判所名瀬支部,通常
R08/11/12,さいたま地方裁判所本庁,特別売却
R08/11/12,さいたま地方裁判所熊谷支部,特別売却
R08/11/12,さいたま地方裁判所越谷支部,特別売却
R08/11/12,千葉地方裁判所本庁,特別売却
R08/11/12,東京地方裁判所本庁,特別売却
R08/11/12,横浜地方裁判所川崎支部,特別売却
R08/11/12,新潟地方裁判所三条支部,特別売却
R08/11/12,長野地方裁判所佐久支部,特別売却
R08/11/12,静岡地方裁判所沼津支部,特別売却
R08/11/12,静岡地方裁判所浜松支部,特別売却
R08/11/12,静岡地方裁判所富士支部,特別売却
R08/11/12,名古屋地方裁判所一宮支部,特別売却
R08/11/12,名古屋地方裁判所豊橋支部,特別売却
R08/11/12,高松地方裁判所本庁,特別売却
R08/11/12,松山地方裁判所本庁,農地
R08/11/12,宮崎地方裁判所本庁,農地
R08/11/12,鹿児島地方裁判所名瀬支部,農地
R08/11/12,さいたま地方裁判所熊谷支部,特別売却（農地）
R08/11/12,千葉地方裁判所本庁,特別売却（農地）
R08/11/12,新潟地方裁判所三条支部,特別売却（農地）
R08/11/12,長野地方裁判所佐久支部,特別売却（農地）
R08/11/12,静岡地方裁判所沼津支部,特別売却（農地）
R08/11/12,静岡地方裁判所浜松支部,特別売却（農地）
R08/11/12,静岡地方裁判所富士支部,特別売却（農地）
R08/11/12,名古屋地方裁判所一宮支部,特別売却（農地）
R08/11/12,名古屋地方裁判所豊橋支部,特別売却（農地）
R08/11/12,高松地方裁判所本庁,特別売却（農地）
R08/11/13,盛岡地方裁判所宮古支部,通常
R08/11/13,秋田地方裁判所能代支部,通常
R08/11/13,東京地方裁判所立川支部,通常
R08/11/13,大阪地方裁判所堺支部,通常
R08/11/13,奈良地方裁判所本庁,通常
R08/11/13,岡山地方裁判所本庁,通常
R08/11/13,岡山地方裁判所津山支部,通常
R08/11/13,高松地方裁判所本庁,通常
R08/11/13,高知地方裁判所本庁,通常
R08/11/13,千葉地方裁判所松戸支部,特別売却
R08/11/13,横浜地方裁判所横須賀支部,特別売却
R08/11/13,名古屋地方裁判所岡崎支部,特別売却
R08/11/13,大津地方裁判所長浜支部,特別売却
R08/11/13,東京地方裁判所立川支部,農地
R08/11/13,奈良地方裁判所本庁,農地
R08/11/13,高松地方裁判所本庁,農地
R08/11/13,高知地方裁判所本庁,農地
R08/11/13,横浜地方裁判所横須賀支部,特別売却（農地）
R08/11/13,名古屋地方裁判所岡崎支部,特別売却（農地）
R08/11/13,大津地方裁判所長浜支部,特別売却（農地）
R08/11/16,長崎地方裁判所本庁,通常
R08/11/16,水戸地方裁判所本庁,特別売却
R08/11/16,水戸地方裁判所土浦支部,特別売却
R08/11/16,大津地方裁判所彦根支部,特別売却
R08/11/16,広島地方裁判所本庁,特別売却
R08/11/16,広島地方裁判所福山支部,特別売却
R08/11/16,長崎地方裁判所本庁,農地
R08/11/16,水戸地方裁判所本庁,特別売却（農地）
R08/11/16,水戸地方裁判所土浦支部,特別売却（農地）
R08/11/16,大津地方裁判所彦根支部,特別売却（農地）
R08/11/16,広島地方裁判所本庁,特別売却（農地）
R08/11/16,広島地方裁判所福山支部,特別売却（農地）
R08/11/17,さいたま地方裁判所熊谷支部,通常
R08/11/17,さいたま地方裁判所越谷支部,通常
R08/11/17,千葉地方裁判所本庁,通常
R08/11/17,名古屋地方裁判所本庁,通常
R08/11/17,名古屋地方裁判所一宮支部,通常
R08/11/17,名古屋地方裁判所豊橋支部,通常
R08/11/17,大津地方裁判所本庁,通常
R08/11/17,神戸地方裁判所尼崎支部,通常
R08/11/17,神戸地方裁判所姫路支部,通常
R08/11/17,鳥取地方裁判所本庁,通常
R08/11/17,山口地方裁判所岩国支部,通常
R08/11/17,福岡地方裁判所本庁,通常
R08/11/17,佐賀地方裁判所本庁,通常
R08/11/17,新潟地方裁判所佐渡支部,農地
R08/11/17,名古屋地方裁判所一宮支部,農地
R08/11/17,名古屋地方裁判所豊橋支部,農地
R08/11/17,鳥取地方裁判所本庁,農地
R08/11/17,佐賀地方裁判所本庁,農地
R08/11/18,釧路地方裁判所帯広支部,通常
R08/11/18,さいたま地方裁判所川越支部,通常
R08/11/18,横浜地方裁判所相模原支部,通常
R08/11/18,甲府地方裁判所本庁,通常
R08/11/18,岐阜地方裁判所多治見支部,通常
R08/11/18,名古屋地方裁判所岡崎支部,通常
R08/11/18,津地方裁判所四日市支部,通常
R08/11/18,京都地方裁判所本庁,通常
R08/11/18,鹿児島地方裁判所鹿屋支部,通常
R08/11/18,青森地方裁判所弘前支部,特別売却
R08/11/18,秋田地方裁判所本庁,特別売却
R08/11/18,宇都宮地方裁判所本庁,特別売却
R08/11/18,東京地方裁判所立川支部,特別売却
R08/11/18,岐阜地方裁判所本庁,特別売却
R08/11/18,京都地方裁判所宮津支部,特別売却
R08/11/18,横浜地方裁判所相模原支部,農地
R08/11/18,名古屋地方裁判所岡崎支部,農地
R08/11/18,津地方裁判所四日市支部,農地
R08/11/18,京都地方裁判所本庁,農地
R08/11/18,福岡地方裁判所柳川支部,農地
R08/11/18,鹿児島地方裁判所鹿屋支部,農地
R08/11/18,青森地方裁判所弘前支部,特別売却（農地）
R08/11/18,宇都宮地方裁判所本庁,特別売却（農地）
R08/11/18,東京地方裁判所立川支部,特別売却（農地）
R08/11/18,岐阜地方裁判所本庁,特別売却（農地）
R08/11/19,函館地方裁判所本庁,通常
R08/11/19,釧路地方裁判所本庁,通常
R08/11/19,青森地方裁判所本庁,通常
R08/11/19,富山地方裁判所本庁,通常
R08/11/19,富山地方裁判所高岡支部,通常
R08/11/19,長野地方裁判所本庁,通常
R08/11/19,長野地方裁判所松本支部,通常
R08/11/19,大阪地方裁判所本庁,通常
R08/11/19,松江地方裁判所浜田支部,通常
R08/11/19,釧路地方裁判所本庁,特別売却
R08/11/19,青森地方裁判所八戸支部,特別売却
R08/11/19,水戸地方裁判所龍ケ崎支部,特別売却
R08/11/19,前橋地方裁判所高崎支部,特別売却
R08/11/19,前橋地方裁判所沼田支部,特別売却
R08/11/19,横浜地方裁判所小田原支部,特別売却
R08/11/19,横浜地方裁判所相模原支部,特別売却
R08/11/19,津地方裁判所四日市支部,特別売却
R08/11/19,京都地方裁判所舞鶴支部,特別売却
R08/11/19,徳島地方裁判所本庁,特別売却
R08/11/19,高知地方裁判所本庁,特別売却
R08/11/19,青森地方裁判所本庁,農地
R08/11/19,長野地方裁判所本庁,農地
R08/11/19,長野地方裁判所松本支部,農地
R08/11/19,長野地方裁判所伊那支部,農地
R08/11/19,松江地方裁判所浜田支部,農地
R08/11/19,熊本地方裁判所八代支部,農地
R08/11/19,釧路地方裁判所本庁,特別売却（農地）
R08/11/19,水戸地方裁判所龍ケ崎支部,特別売却（農地）
R08/11/19,前橋地方裁判所高崎支部,特別売却（農地）
R08/11/19,横浜地方裁判所小田原支部,特別売却（農地）
R08/11/19,徳島地方裁判所本庁,特別売却（農地）
R08/11/19,高知地方裁判所本庁,特別売却（農地）
R08/11/20,札幌地方裁判所本庁,通常
R08/11/20,秋田地方裁判所本庁,通常
R08/11/20,津地方裁判所本庁,通常
R08/11/20,津地方裁判所伊賀支部,通常
R08/11/20,津地方裁判所伊勢支部,通常
R08/11/20,長崎地方裁判所佐世保支部,通常
R08/11/20,札幌地方裁判所本庁,特別売却
R08/11/20,青森地方裁判所本庁,特別売却
R08/11/20,さいたま地方裁判所川越支部,特別売却
R08/11/20,新潟地方裁判所長岡支部,特別売却
R08/11/20,新潟地方裁判所高田支部,特別売却
R08/11/20,甲府地方裁判所本庁,特別売却
R08/11/20,長野地方裁判所本庁,特別売却
R08/11/20,長野地方裁判所松本支部,特別売却
R08/11/20,長野地方裁判所伊那支部,特別売却
R08/11/20,津地方裁判所本庁,特別売却
R08/11/20,京都地方裁判所福知山支部,特別売却
R08/11/20,松江地方裁判所浜田支部,特別売却
R08/11/20,松山地方裁判所本庁,特別売却
R08/11/20,津地方裁判所本庁,農地
R08/11/20,津地方裁判所伊賀支部,農地
R08/11/20,津地方裁判所伊勢支部,農地
R08/11/20,札幌地方裁判所本庁,特別売却（農地）
R08/11/20,青森地方裁判所本庁,特別売却（農地）
R08/11/20,さいたま地方裁判所川越支部,特別売却（農地）
R08/11/20,新潟地方裁判所長岡支部,特別売却（農地）
R08/11/20,新潟地方裁判所高田支部,特別売却（農地）
R08/11/20,甲府地方裁判所本庁,特別売却（農地）
R08/11/20,長野地方裁判所本庁,特別売却（農地）
R08/11/20,長野地方裁判所松本支部,特別売却（農地）
R08/11/20,長野地方裁判所伊那支部,特別売却（農地）
R08/11/20,松江地方裁判所浜田支部,特別売却（農地）
R08/11/20,松山地方裁判所本庁,特別売却（農地）
R08/11/24,神戸地方裁判所本庁,通常
R08/11/24,福岡地方裁判所小倉支部,通常
R08/11/24,熊本地方裁判所本庁,通常
R08/11/24,鹿児島地方裁判所本庁,通常
R08/11/24,函館地方裁判所本庁,特別売却
R08/11/24,津地方裁判所伊勢支部,特別売却
R08/11/24,福岡地方裁判所小倉支部,農地
R08/11/24,鹿児島地方裁判所本庁,農地
R08/11/25,仙台地方裁判所本庁,通常
R08/11/25,東京地方裁判所本庁,通常
R08/11/25,長野地方裁判所諏訪支部,通常
R08/11/25,長野地方裁判所佐久支部,通常
R08/11/25,山口地方裁判所下関支部,通常
R08/11/25,大分地方裁判所中津支部,通常
R08/11/25,前橋地方裁判所本庁,特別売却
R08/11/25,横浜地方裁判所本庁,特別売却
R08/11/25,富山地方裁判所本庁,特別売却
R08/11/25,大津地方裁判所本庁,特別売却
R08/11/25,長野地方裁判所諏訪支部,農地
R08/11/25,長野地方裁判所佐久支部,農地
R08/11/25,前橋地方裁判所本庁,特別売却（農地）
R08/11/25,大津地方裁判所本庁,特別売却（農地）
R08/11/26,前橋地方裁判所太田支部,特別売却
R08/11/26,東京地方裁判所本庁,特別売却
R08/11/26,富山地方裁判所高岡支部,特別売却
R08/11/26,名古屋地方裁判所本庁,特別売却
R08/11/26,津地方裁判所伊賀支部,特別売却
R08/11/26,前橋地方裁判所太田支部,特別売却（農地）
R08/11/27,前橋地方裁判所桐生支部,特別売却
R08/11/27,岐阜地方裁判所多治見支部,特別売却
R08/11/27,前橋地方裁判所桐生支部,特別売却（農地）
R08/11/27,岐阜地方裁判所多治見支部,特別売却（農地）
R08/12/02,青森地方裁判所弘前支部,通常
R08/12/02,水戸地方裁判所本庁,通常
R08/12/02,青森地方裁判所弘前支部,農地
R08/12/02,水戸地方裁判所本庁,農地
R08/12/03,山形地方裁判所鶴岡支部,通常
R08/12/03,横浜地方裁判所本庁,通常
R08/12/03,大分地方裁判所本庁,通常
R08/12/03,水戸地方裁判所下妻支部,特別売却
R08/12/03,千葉地方裁判所本庁,特別売却
R08/12/03,新潟地方裁判所三条支部,特別売却
R08/12/03,金沢地方裁判所本庁,特別売却
R08/12/03,福井地方裁判所本庁,特別売却
R08/12/03,長野地方裁判所飯田支部,特別売却
R08/12/03,水戸地方裁判所下妻支部,特別売却（農地）
R08/12/03,新潟地方裁判所三条支部,特別売却（農地）
R08/12/03,金沢地方裁判所本庁,特別売却（農地）
R08/12/03,福井地方裁判所本庁,特別売却（農地）
R08/12/03,長野地方裁判所飯田支部,特別売却（農地）
R08/12/04,宇都宮地方裁判所大田原支部,特別売却
R08/12/04,長野地方裁判所上田支部,特別売却
R08/12/04,宇都宮地方裁判所大田原支部,特別売却（農地）
R08/12/04,長野地方裁判所上田支部,特別売却（農地）
R08/12/07,静岡地方裁判所本庁,通常
R08/12/07,静岡地方裁判所沼津支部,通常
R08/12/07,静岡地方裁判所浜松支部,通常
R08/12/07,静岡地方裁判所富士支部,通常
R08/12/07,大津地方裁判所彦根支部,通常
R08/12/07,新潟地方裁判所佐渡支部,特別売却
R08/12/07,広島地方裁判所本庁,特別売却
R08/12/07,広島地方裁判所福山支部,特別売却
R08/12/07,静岡地方裁判所本庁,農地
R08/12/07,静岡地方裁判所沼津支部,農地
R08/12/07,静岡地方裁判所浜松支部,農地
R08/12/07,静岡地方裁判所富士支部,農地
R08/12/07,新潟地方裁判所佐渡支部,特別売却（農地）
R08/12/07,広島地方裁判所本庁,特別売却（農地）
R08/12/07,広島地方裁判所福山支部,特別売却（農地）
R08/12/08,新潟地方裁判所本庁,通常
